2021-10-24 17:09:53 | INFO | fairseq_cli.generate | Namespace(all_gather_list_size=16384, batch_size=64, batch_size_valid=64, beam=5, bf16=False, bpe='sentencepiece', broadcast_buffers=False, bucket_cap_mb=25, checkpoint_shard_count=1, checkpoint_suffix='', constraints=None, cpu=False, criterion='cross_entropy', curriculum=0, data='/mnt/Machine-Translation/processed/gu/gu-en', data_buffer_size=10, dataset_impl=None, ddp_backend='c10d', decoding_format=None, device_id=0, disable_validation=False, distributed_backend='nccl', distributed_init_method=None, distributed_no_spawn=False, distributed_port=-1, distributed_rank=0, distributed_world_size=1, distributed_wrapper='DDP', diverse_beam_groups=-1, diverse_beam_strength=0.5, diversity_rate=-1.0, empty_cache_freq=0, eval_bleu=False, eval_bleu_args=None, eval_bleu_detok='space', eval_bleu_detok_args=None, eval_bleu_print_samples=False, eval_bleu_remove_bpe=None, eval_tokenized_bleu=False, fast_stat_sync=False, find_unused_parameters=False, fix_batches_to_gpus=False, fixed_validation_seed=None, force_anneal=None, fp16=False, fp16_init_scale=128, fp16_no_flatten_grads=False, fp16_scale_tolerance=0.0, fp16_scale_window=None, gen_subset='test', iter_decode_eos_penalty=0.0, iter_decode_force_max_iter=False, iter_decode_max_iter=10, iter_decode_with_beam=1, iter_decode_with_external_reranker=False, langs='ar_AR,cs_CZ,de_DE,en_XX,es_XX,et_EE,fi_FI,fr_XX,gu_IN,hi_IN,it_IT,ja_XX,kk_KZ,ko_KR,lt_LT,lv_LV,my_MM,ne_NP,nl_XX,ro_RO,ru_RU,si_LK,tr_TR,vi_VN,zh_CN', left_pad_source='True', left_pad_target='False', lenpen=1, lm_path=None, lm_weight=0.0, load_alignments=False, localsgd_frequency=3, log_format=None, log_interval=100, lr_scheduler='fixed', lr_shrink=0.1, match_source_len=False, max_len_a=0, max_len_b=200, max_source_positions=1024, max_target_positions=1024, max_tokens=None, max_tokens_valid=None, memory_efficient_bf16=False, memory_efficient_fp16=False, min_len=1, min_loss_scale=0.0001, model_overrides='{}', model_parallel_size=1, nbest=1, no_beamable_mm=False, no_early_stop=False, no_progress_bar=False, no_repeat_ngram_size=0, no_seed_provided=False, nprocs_per_node=1, num_batch_buckets=0, num_shards=1, num_workers=1, optimizer=None, path='/mnt/Machine-Translation/no_transfer/checkpoint_best.pt', pipeline_balance=None, pipeline_checkpoint='never', pipeline_chunks=0, pipeline_decoder_balance=None, pipeline_decoder_devices=None, pipeline_devices=None, pipeline_encoder_balance=None, pipeline_encoder_devices=None, pipeline_model_parallel=False, prefix_size=0, prepend_bos=False, print_alignment=False, print_step=False, profile=False, quantization_config_path=None, quiet=False, remove_bpe='sentencepiece', replace_unk=None, required_batch_size_multiple=8, required_seq_len_multiple=1, results_path=None, retain_dropout=False, retain_dropout_modules=None, retain_iter_history=False, sacrebleu=False, sampling=False, sampling_topk=-1, sampling_topp=-1.0, score_reference=False, scoring='bleu', seed=1, sentencepiece_model='/mnt/mbart.cc25.v2/sentence.bpe.model', shard_id=0, skip_invalid_size_inputs_valid_test=False, slowmo_algorithm='LocalSGD', slowmo_momentum=None, source_lang='gu_IN', target_lang='en_XX', task='translation_from_pretrained_bart', temperature=1.0, tensorboard_logdir=None, threshold_loss_scale=None, tokenizer=None, tpu=False, train_subset='train', truncate_source=False, unkpen=0, unnormalized=False, upsample_primary=1, user_dir=None, valid_subset='valid', validate_after_updates=0, validate_interval=1, validate_interval_updates=0, warmup_updates=0, zero_sharding='none')
2021-10-24 17:09:55 | INFO | fairseq.tasks.translation | [gu_IN] dictionary: 250001 types
2021-10-24 17:09:55 | INFO | fairseq.tasks.translation | [en_XX] dictionary: 250001 types
2021-10-24 17:09:55 | INFO | fairseq.data.data_utils | loaded 930 examples from: /mnt/Machine-Translation/processed/gu/gu-en/test.gu_IN-en_XX.gu_IN
2021-10-24 17:09:55 | INFO | fairseq.data.data_utils | loaded 930 examples from: /mnt/Machine-Translation/processed/gu/gu-en/test.gu_IN-en_XX.en_XX
2021-10-24 17:09:55 | INFO | fairseq.tasks.translation | /mnt/Machine-Translation/processed/gu/gu-en test gu_IN-en_XX 930 examples
2021-10-24 17:09:55 | INFO | fairseq_cli.generate | loading model(s) from /mnt/Machine-Translation/no_transfer/checkpoint_best.pt
S-315	đôngminh[gu_IN]
D-634	-1.0198882818222046	લેશકુમારી
P-634	-0.0082 -5.1576 -0.1419 -1.5034 -0.0909 -0.0402 -0.1970
S-770	ગુજરાતવિદ્યાપીઠ[gu_IN]
T-770	gujaratvidyapith
H-770	-0.3415861427783966	વિદ્યાપીઠ
D-770	-0.3415861427783966	વિદ્યાપીઠ
P-770	-0.0071 -0.7807 -0.9901 -0.2618 -0.0040 -0.0324 -0.3149
S-430	લાલગઢમહેલ[gu_IN]
T-430	lalgarhpalace
H-430	-2.0031847953796387	gujarati district
D-430	-2.0031847953796387	gujaratidistrict
P-430	-0.0076 -3.7733 -2.5060 -1.3432 -4.1630 -1.9765 -0.2526
S-14	મણિલાલપટેલ[gu_IN]
T-14	manilalhpatel
H-14	-1.1521124839782715	ણિલાલ પટેલ
D-14	-1.1521124839782715	ણિલાલપટેલ
P-14	-0.0078 -6.2953 -0.1635 -0.5973 -0.1274 -0.0147 -0.8586
S-877	ગુજરાતનીભૂગોળ[gu_IN]
T-877	geographyofgujarat
H-877	-0.9570607542991638	ની ભૂગોળ
D-877	-0.9570607542991638	નીભૂગોળ
P-877	-0.0068 -5.7181 -0.5763 -0.0972 -0.0482 -0.0333 -0.2196
S-773	રચેલવેઇઝ[gu_IN]
T-773	rachelweisz
H-773	-1.3169280290603638	
D-773	-1.3169280290603638	
P-773	-0.0076 -2.6262
S-51	ધૃષ્ટકેતુ[gu_IN]
T-51	chedikingdom
H-51	-1.289742350578308	રૃષ્ટકેતુ
D-51	-1.289742350578308	રૃષ્ટકેતુ
P-51	-0.0078 -7.1494 -0.9416 -0.5529 -1.5333 -0.0505 -0.0085 -0.0740
S-424	સંજીવકુમાર[gu_IN]
T-424	sanjeevkumar
H-424	-1.521641731262207	
D-424	-1.521641731262207	
P-424	-0.0074 -3.0359
S-819	ચિખલીમહારાષ્ટ્ર[gu_IN]
T-819	chikhlimaharashtra
H-819	-1.4634652137756348	
D-819	-1.4634652137756348	
P-819	-0.0077 -2.9192
S-809	સીએનઆરરાવ[gu_IN]
T-809	cnrrao
H-809	-0.8103793263435364	
D-809	-0.8103793263435364	
P-809	-0.0073 -1.6135
S-626	ભારતીયરાજ્યોનાપ્રતિકો[gu_IN]
T-626	emblemsofindianstates
H-626	-0.1997736543416977	રાજ્યોના પ્રતિકો
D-626	-0.1997736543416977	રાજ્યોનાપ્રતિકો
P-626	-0.0073 -0.3005 -0.1697 -0.0811 -0.0343 -0.0247 -0.7810
S-566	પરમવીરચક્ર[gu_IN]
T-566	paramvirchakra
H-566	-0.7886664271354675	
D-566	-0.7886664271354675	
P-566	-0.0072 -1.5702
S-418	રાબિયાબસરી[gu_IN]
T-418	rabiaofbasra
H-418	-0.8129280805587769	બિયા બસરી[hi_IN]
D-418	-0.8129280805587769	બિયાબસરી[hi_IN]
P-418	-0.0084 -5.2755 -0.4234 -0.6971 -0.1073 -0.0122 -8.0314 -0.0110 -0.0097 -0.0110 -0.0121 -0.0135 -0.0148 -0.0163 -0.0178 -0.0196 -0.0220 -0.0265 -0.0406 -0.1302 -2.1712
S-126	ધપાર્કચેન્નાઇ[gu_IN]
T-126	theparkchennai
H-126	-0.7338687777519226	પાર્ક ચેન્નાઇ
D-126	-0.7338687777519226	પાર્કચેન્નાઇ
P-126	-0.0077 -0.9676 -2.5955 -0.0180 -0.0568 -0.0492 -1.4423
S-7	સપ્તપર્ણી[gu_IN]
T-7	alstoniascholaris
H-7	-1.111682653427124	
D-7	-1.111682653427124	
P-7	-0.0071 -2.2163
S-429	મોહનચંદશર્મા[gu_IN]
T-429	mohanchandsharma
H-429	-0.9841998815536499	ન ચંદ શર્મા[hi_IN]
D-429	-0.9841998815536499	નચંદશર્મા[hi_IN]
P-429	-0.0079 -7.2312 -0.1248 -0.4462 -0.0972 -0.0266 -8.2956 -0.0122 -0.0115 -0.0130 -0.0145 -0.0163 -0.0181 -0.0202 -0.0227 -0.0272 -0.0458 -0.3121 -1.9567
S-659	અમદાવાદનાદરવાજા[gu_IN]
T-659	gatesofahmedabad
H-659	-1.0255192518234253	ના દરવાજા
D-659	-1.0255192518234253	નાદરવાજા
P-659	-0.0067 -5.7295 -0.5816 -0.0383 -0.0333 -0.0376 -0.7516
S-224	ભક્તિવિકાસસ્વામી[gu_IN]
T-224	bhaktivikasaswami
H-224	-1.5355250835418701	વિકાસ સ્વામી
D-224	-1.5355250835418701	વિકાસસ્વામી
P-224	-0.0074 -6.2833 -1.2495 -0.6445 -0.0743 -0.9541
S-290	સાધનાશિવદાસાની[gu_IN]
T-290	sadhanashivdasani
H-290	-1.0235260725021362	ા શિવદાસાની
D-290	-1.0235260725021362	ાશિવદાસાની
P-290	-0.0083 -5.0976 -1.0245 -0.0886 -0.5260 -0.0200 -0.3998
S-338	શિવાજીગણેશન[gu_IN]
T-338	sivajiganesan
H-338	-1.2291300296783447	વાજી ગણેશન
D-338	-1.2291300296783447	વાજીગણેશન
P-338	-0.0076 -5.7355 -0.6813 -1.6523 -0.0892 -0.0255 -0.4125
S-489	જવાહરચોક[gu_IN]
T-489	jawaharchowk
H-489	-0.9550344944000244	
D-489	-0.9550344944000244	
P-489	-0.0083 -1.9017
S-454	હુદહુદ[gu_IN]
T-454	cyclonehudhud
H-454	-0.5152509212493896	
D-454	-0.5152509212493896	
P-454	-0.0079 -1.0226
S-375	બોરિસબેકર[gu_IN]
T-375	borisbecker
H-375	-1.1934802532196045	રિસ બેકર
D-375	-1.1934802532196045	રિસબેકર
P-375	-0.0074 -5.3283 -0.3476 -2.0583 -0.3974 -0.0473 -0.1681
S-15	વિલુપ્પુરમ[gu_IN]
T-15	viluppuram
H-15	-0.5438055396080017	
D-15	-0.5438055396080017	
P-15	-0.0073 -1.0803
S-627	વિંધ્યાચલ[gu_IN]
T-627	vindhyarange
H-627	-1.0313657522201538	
D-627	-1.0313657522201538	
P-627	-0.0067 -2.0560
S-313	રુપિનઘાટ[gu_IN]
T-313	rupinpass
H-313	-2.040365219116211	
D-313	-2.040365219116211	
P-313	-0.0071 -4.0736
S-753	પંજાબીભાષા[gu_IN]
T-753	punjabilanguage
H-753	-0.9577126502990723	gujarati language
D-753	-0.9577126502990723	gujaratilanguage
P-753	-0.0072 -2.2193 -1.0344 -1.2804 -0.4991 -0.9958 -0.6678
S-281	ઓદાલગુરિ[gu_IN]
T-281	odalguri
H-281	-0.9599039554595947	
D-281	-0.9599039554595947	
P-281	-0.0078 -1.9120
S-583	આઈસલેંડ[gu_IN]
T-583	iceland
H-583	-1.1867438554763794	આઈસલેંડ
D-583	-1.1867438554763794	આઈસલેંડ
P-583	-0.0080 -7.6624 -0.1688 -0.1911 -0.0143 -0.0212 -0.2414
S-715	બજરંગદળ[gu_IN]
T-715	bajrangdal
H-715	-1.639884114265442	
D-715	-1.639884114265442	
P-715	-0.0073 -3.2725
S-72	આશ્રમશાળા[gu_IN]
T-72	boardingschool
H-72	-1.27144455909729	
D-72	-1.27144455909729	
P-72	-0.0075 -2.5354
S-277	વિકીબત્રા[gu_IN]
T-277	vickybatra
H-277	-0.9652546644210815	
D-277	-0.9652546644210815	
P-277	-0.0077 -1.9228
S-883	ભારદ્વાજ[gu_IN]
T-883	bharadwaja
H-883	-1.6629503965377808	gujarati district district
D-883	-1.6629503965377808	gujaratidistrictdistrict
P-883	-0.0074 -3.9115 -2.0625 -1.2803 -3.0354 -1.4516 -0.8564 -0.6985
S-879	કીર્તિચક્ર[gu_IN]
T-879	kirtichakra
H-879	-1.1931583881378174	
D-879	-1.1931583881378174	
P-879	-0.0075 -2.3788
S-84	નલિનરાવળ[gu_IN]
T-84	nalinraval
H-84	-1.073837161064148	નલિન રાવળ
D-84	-1.073837161064148	નલિનરાવળ
P-84	-0.0078 -5.8744 -0.0468 -1.0813 -0.0399 -0.0537 -0.4130
S-716	દુર્ગાવતીદેવી[gu_IN]
T-716	durgawatidevi
H-716	-1.2950432300567627	ગાવતી દેવી
D-716	-1.2950432300567627	ગાવતીદેવી
P-716	-0.0076 -5.0632 -1.1191 -2.0481 -0.1153 -0.0804 -0.6316
S-747	રિકીપોન્ટિંગ[gu_IN]
T-747	rickyponting
H-747	-1.3107304573059082	
D-747	-1.3107304573059082	
P-747	-0.0074 -2.6141
S-85	ડોનાલ્ડડક[gu_IN]
T-85	donaldduck
H-85	-1.2456417083740234	
D-85	-1.2456417083740234	
P-85	-0.0067 -2.4846
S-655	હંગપનદાદા[gu_IN]
T-655	hangpandada
H-655	-0.752638578414917	
D-655	-0.752638578414917	
P-655	-0.0072 -1.4981
S-185	કાકોરીકાંડ[gu_IN]
T-185	kakoriconspiracy
H-185	-1.230721354484558	કોરી કાંડ
D-185	-1.230721354484558	કોરીકાંડ
P-185	-0.0074 -5.7106 -0.2666 -1.7157 -0.0431 -0.0549 -0.8167
S-531	શ્વેતાંબર[gu_IN]
T-531	śvētāmbara
H-531	-0.8873291015625	
D-531	-0.8873291015625	
P-531	-0.0075 -1.7672
S-758	શંકુધારીવૃક્ષ[gu_IN]
T-758	pinophyta
H-758	-1.9646844863891602	
D-758	-1.9646844863891602	
P-758	-0.0069 -3.9225
S-0	આરડીબર્મન[gu_IN]
T-0	rdburman
H-0	-0.5648260116577148	ડી બર્મન
D-0	-0.5648260116577148	ડીબર્મન
P-0	-0.0076 -2.7672 -0.4133 -0.0564 -0.0962 -0.0464 -0.5667
S-448	બ્રિજેશપટેલ[gu_IN]
T-448	brijeshpatel
H-448	-2.250796318054199	gujarati gujarat
D-448	-2.250796318054199	gujaratigujarat
P-448	-0.0077 -5.4889 -0.8410 -1.0968 -5.9840 -0.8838 -3.3272 -0.3769
S-637	તપનમિશ્રા[gu_IN]
T-637	tapanmisra
H-637	-1.152924656867981	
D-637	-1.152924656867981	
P-637	-0.0072 -2.2987
S-791	ગર્ગસંહિતા[gu_IN]
T-791	gargasamhita
H-791	-1.5529073476791382	ગુજરાતી સંહિતા
D-791	-1.5529073476791382	ગુજરાતીસંહિતા
P-791	-0.0081 -6.5792 -3.2491 -0.1661 -0.0212 -0.0146 -0.8321
S-837	ઝાંસીપ્રાંત[gu_IN]
T-837	jhansidivision
H-837	-1.41132390499115	
D-837	-1.41132390499115	
P-837	-0.0075 -2.8152
S-699	લોન્ગતલાઇ[gu_IN]
T-699	lawngtlai
H-699	-0.4831256568431854	
D-699	-0.4831256568431854	
P-699	-0.0071 -0.9591
S-780	જગતસિંઘજીમહારાજ[gu_IN]
T-780	jagatsingh
H-780	-1.7354068756103516	
D-780	-1.7354068756103516	
P-780	-0.0071 -3.4637
S-886	ઝારસુગડા[gu_IN]
T-886	jharsuguda
H-886	-1.023325800895691	
D-886	-1.023325800895691	
P-886	-0.0083 -2.0384
S-843	જળકાગડો[gu_IN]
T-843	greatcormorant
H-843	-1.1685391664505005	ળ કાગડો
D-843	-1.1685391664505005	ળકાગડો
P-843	-0.0073 -5.8388 -1.6046 -0.1494 -0.1879 -0.0282 -0.3635
S-249	સુંધામાતામંદિર[gu_IN]
T-249	sundhamatatemple
H-249	-2.277834415435791	gujarati temples of maharashtra
D-249	-2.277834415435791	gujaratitemplesofmaharashtra
P-249	-0.0066 -5.0538 -2.9539 -1.7486 -3.5914 -1.6847 -1.1551 -5.0104 -2.2464 -0.8854 -0.7199
S-143	અગ્નિવેશ[gu_IN]
T-143	agnivesa
H-143	-0.6390450596809387	
D-143	-0.6390450596809387	
P-143	-0.0072 -1.2709
S-407	કંકાવટીનદી[gu_IN]
T-407	kankawatiriver
H-407	-1.5103998184204102	
D-407	-1.5103998184204102	
P-407	-0.0077 -3.0131
S-108	ભારતનીસહકારીસંસ્થાઓ[gu_IN]
T-108	cooperativesinindia
H-108	-1.9860881567001343	રાજ્ય સરકાર રાજ્ય સરકાર
D-108	-1.9860881567001343	રાજ્યસરકારરાજ્યસરકાર
P-108	-0.0071 -6.2709 -3.2459 -1.2375 -2.6085 -0.7734 -0.4557 -1.2898
S-303	કર્ણાલીપ્રાંત[gu_IN]
T-303	karnalizone
H-303	-1.5263489484786987	
D-303	-1.5263489484786987	
P-303	-0.0082 -3.0445
S-630	માંડ્યાજિલ્લો[gu_IN]
T-630	mandyadistrict
H-630	-0.9743875861167908	district district district district district district જિલ્લો
D-630	-0.9743875861167908	districtdistrictdistrictdistrictdistrictdistrictજિલ્લો
P-630	-0.0082 -4.7670 -0.8215 -1.3520 -3.3652 -1.0982 -0.0233 -0.1235 -1.9605 -0.0830 -0.0000 -0.0002 -0.0002 -0.0385
S-130	વર્ગીકૃતનામકરણ[gu_IN]
T-130	taxonomy
H-130	-0.5551940202713013	
D-130	-0.5551940202713013	
P-130	-0.0072 -1.1032
S-96	આયેશાટાકિયા[gu_IN]
T-96	ayeshatakia
H-96	-1.0810856819152832	યેશા ટાકિયા
D-96	-1.0810856819152832	યેશાટાકિયા
P-96	-0.0073 -6.6702 -0.1221 -0.8128 -0.1793 -0.3127 -0.0132 -0.5311
S-869	ઢાઢરનદી[gu_IN]
T-869	dhadharriver
H-869	-0.7641863226890564	ઢાઢર નદી
D-869	-0.7641863226890564	ઢાઢરનદી
P-869	-0.0073 -4.4573 -0.3729 -0.1058 -0.6567 -0.1717 -0.0288 -0.3131
S-461	ઓવરડ્રાફટ[gu_IN]
T-461	overdraft
H-461	-0.5737621784210205	
D-461	-0.5737621784210205	
P-461	-0.0071 -1.1404
S-26	વેનેઝુએલા[gu_IN]
T-26	venezuela
H-26	-0.8109111785888672	
D-26	-0.8109111785888672	
P-26	-0.0083 -1.6135
S-390	છિન્દવાડા[gu_IN]
T-390	chhindwara
H-390	-0.5597097873687744	
D-390	-0.5597097873687744	
P-390	-0.0078 -1.1116
S-567	સુનીલવાલ્સન[gu_IN]
T-567	sunilvalson
H-567	-0.7100389003753662	નીલ વાલ્સન
D-567	-0.7100389003753662	નીલવાલ્સન
P-567	-0.0078 -4.5478 -0.0671 -0.7073 -0.0615 -0.0707 -0.0303 -0.1878
S-504	મેસોપોટેમીયા[gu_IN]
T-504	mesopotamia
H-504	-0.6371392011642456	
D-504	-0.6371392011642456	
P-504	-0.0075 -1.2668
S-762	સેડલપર્વત[gu_IN]
T-762	saddlepeak
H-762	-1.7971200942993164	
D-762	-1.7971200942993164	
P-762	-0.0072 -3.5870
S-191	ધરમપુરરજવાડું[gu_IN]
T-191	dharampurstate
H-191	-1.0346381664276123	રમપુર રજવાડું
D-191	-1.0346381664276123	રમપુરરજવાડું
P-191	-0.0072 -5.6973 -0.1529 -1.2388 -0.0922 -0.0100 -0.0128 -1.0659
S-885	સિએરાલિઓન[gu_IN]
T-885	sierraleone
H-885	-0.7001489996910095	એરા લિઓન
D-885	-0.7001489996910095	એરાલિઓન
P-885	-0.0074 -4.5955 -0.3449 -0.3172 -0.1177 -0.0959 -0.0187 -0.1040
S-644	નાઓમીઓસાકા[gu_IN]
T-644	naomiosaka
H-644	-1.982045292854309	
D-644	-1.982045292854309	
P-644	-0.0074 -3.9567
S-107	અસાયેનીલડાઈ[gu_IN]
T-107	battleofassaye
H-107	-0.7608272433280945	
D-107	-0.7608272433280945	
P-107	-0.0070 -1.5146
S-500	દેબ્સાઘાટ[gu_IN]
T-500	debsapass
H-500	-1.0900866985321045	બ્સા ઘાટ
D-500	-1.0900866985321045	બ્સાઘાટ
P-500	-0.0084 -5.9833 -0.7966 -0.3296 -1.1861 -0.0221 -0.0228 -0.3718
S-482	ટાંગલિયાશાલ[gu_IN]
T-482	tangaliyashawl
H-482	-1.0324474573135376	ટાંગલિયા શાલ
D-482	-1.0324474573135376	ટાંગલિયાશાલ
P-482	-0.0078 -2.8468 -2.0994 -0.2031 -0.7799 -2.9771 -0.0515 -0.0238 -0.3027
S-318	અરુણાઈરાની[gu_IN]
T-318	arunairani
H-318	-0.977553129196167	રુણા ઈરાની
D-318	-0.977553129196167	રુણાઈરાની
P-318	-0.0077 -5.3176 -0.1314 -1.3855 -0.1325 -0.1032 -0.0297 -0.7129
S-66	માહિતીચોકઠુંરોગ[gu_IN]
T-66	infoboxmedicalcondition
H-66	-1.7481532096862793	
D-66	-1.7481532096862793	
P-66	-0.0073 -3.4890
S-372	મનિન્દરસિંઘ[gu_IN]
T-372	manindersingh
H-372	-1.4523652791976929	
D-372	-1.4523652791976929	
P-372	-0.0068 -2.8979
S-474	અશોકકામ્ટે[gu_IN]
T-474	ashokkamte
H-474	-0.9853965044021606	શોક કામ્ટે
D-474	-0.9853965044021606	શોકકામ્ટે
P-474	-0.0079 -6.3642 -0.1295 -0.3489 -0.3381 -0.1969 -0.0246 -0.4729
S-453	અઠવાડિયાનાવારનાંનામો[gu_IN]
T-453	daysoftheweek
H-453	-1.7684746980667114	ાના વારનાં નામો
D-453	-1.7684746980667114	ાનાવારનાંનામો
P-453	-0.0079 -6.2900 -1.1050 -3.6779 -0.2417 -0.8155 -0.0204 -1.9894
S-592	એલિસબ્રિજ[gu_IN]
T-592	ellisbridge
H-592	-1.0045921802520752	એલિસ બ્રિજ
D-592	-1.0045921802520752	એલિસબ્રિજ
P-592	-0.0072 -7.3066 -0.0250 -0.4004 -0.0501 -0.0936 -0.0264 -0.1274
S-378	દિલીપપરીખ[gu_IN]
T-378	dilipparikh
H-378	-1.3244373798370361	પરીપ પરીખ
D-378	-1.3244373798370361	પરીપપરીખ
P-378	-0.0090 -7.2715 -0.7258 -1.1763 -1.9046 -0.0353 -0.6263 -0.0098 -0.1614
S-334	પ્રોટેક્ટિનીયમ[gu_IN]
T-334	protactinium
H-334	-0.2008829563856125	
D-334	-0.2008829563856125	
P-334	-0.0080 -0.3938
S-133	કર્ટનીવોલ્સ[gu_IN]
T-133	courtneywalsh
H-133	-1.0677013397216797	
D-133	-1.0677013397216797	
P-133	-0.0076 -2.1278
S-400	જસુબેનપિઝા[gu_IN]
T-400	jasubenpizza
H-400	-1.0910472869873047	સુબેન પિઝા
D-400	-1.0910472869873047	સુબેનપિઝા
P-400	-0.0077 -6.4619 -0.3074 -0.6904 -0.1352 -0.0439 -0.0476 -1.0344
S-681	ઍલ્કેમિસ્ટ[gu_IN]
T-681	thealchemist
H-681	-1.0939353704452515	ઍલ્કેમિસ્ટ
D-681	-1.0939353704452515	ઍલ્કેમિસ્ટ
P-681	-0.0080 -7.9229 -0.2062 -0.3086 -0.0435 -0.1389 -0.0204 -0.1030
S-406	મૃણાલસેન[gu_IN]
T-406	mrinalsen
H-406	-0.9919824004173279	
D-406	-0.9919824004173279	
P-406	-0.0077 -1.9763
S-295	જલપાઈગુડી[gu_IN]
T-295	jalpaiguri
H-295	-0.6597175002098083	
D-295	-0.6597175002098083	
P-295	-0.0080 -1.3114
S-1	ચેતનચૌહાણ[gu_IN]
T-1	chetanchauhan
H-1	-1.7757452726364136	
D-1	-1.7757452726364136	
P-1	-0.0072 -3.5443
S-768	મોન્ટેનીગ્રો[gu_IN]
T-768	montenegro
H-768	-0.5314388275146484	
D-768	-0.5314388275146484	
P-768	-0.0073 -1.0555
S-339	ગોલાનદીઉત્તરાખંડ[gu_IN]
T-339	golariver
H-339	-1.0251389741897583	ઉત્તર પ્રદેશ નદી ઉત્તરાખંડ
D-339	-1.0251389741897583	ઉત્તરપ્રદેશનદીઉત્તરાખંડ
P-339	-0.0063 -5.9381 -1.2367 -0.5884 -1.7255 -0.2298 -0.2190 -0.0141 -0.0051 -0.2884
S-195	ટાટાઇન્ડિકા[gu_IN]
T-195	tataindica
H-195	-0.9639945030212402	ટાટા ઇન્ડિકા
D-195	-0.9639945030212402	ટાટાઇન્ડિકા
P-195	-0.0072 -3.6065 -3.0216 -0.0339 -1.6533 -0.1298 -0.0592 -0.0195 -0.1449
S-487	તાપીજિલ્લો[gu_IN]
T-487	tapidistrict
H-487	-2.0049803256988525	district district district
D-487	-2.0049803256988525	districtdistrictdistrict
P-487	-0.0084 -6.5427 -1.3424 -2.2572 -0.9927 -0.8864
S-597	કટોકટીકાળ[gu_IN]
T-597	theemergency
H-597	-1.4617969989776611	
D-597	-1.4617969989776611	
P-597	-0.0073 -2.9163
S-368	દાંડીસત્યાગ્રહ[gu_IN]
T-368	saltmarch
H-368	-1.575191617012024	
D-368	-1.575191617012024	
P-368	-0.0069 -3.1435
S-686	ગીનગંગાનદી[gu_IN]
T-686	ginganga
H-686	-1.2256834506988525	ગંગા નદી
D-686	-1.2256834506988525	ગંગાનદી
P-686	-0.0072 -4.4736 -0.4969 -0.8472 -0.2972 -0.2277 -2.2299
S-434	લિંગઉત્થાન[gu_IN]
T-434	erection
H-434	-1.1279635429382324	
D-434	-1.1279635429382324	
P-434	-0.0078 -2.2481
S-556	સાણંદતાલુકો[gu_IN]
T-556	sanand
H-556	-1.0216964483261108	ણંદ જિલ્લાણંદ તાલુકો
D-556	-1.0216964483261108	ણંદજિલ્લાણંદતાલુકો
P-556	-0.0077 -5.9984 -0.0607 -2.9247 -1.2368 -1.4321 -0.0128 -0.3909 -0.0022 -0.0062 -0.0041 -0.1838
S-451	ઍરોસ્મિથ[gu_IN]
T-451	aerosmith
H-451	-0.8383238911628723	
D-451	-0.8383238911628723	
P-451	-0.0074 -1.6692
S-656	ઉષ્ણતામાપક[gu_IN]
T-656	thermometer
H-656	-0.6710911393165588	
D-656	-0.6710911393165588	
P-656	-0.0077 -1.3345
S-404	કેસ્પિયનસમુદ્ર[gu_IN]
T-404	caspiansea
H-404	-0.9896955490112305	
D-404	-0.9896955490112305	
P-404	-0.0070 -1.9724
S-94	મત્સ્યેન્દ્રનાથ[gu_IN]
T-94	matsyendra
H-94	-1.0907012224197388	
D-94	-1.0907012224197388	
P-94	-0.0075 -2.1739
S-757	વરલીકિલ્લો[gu_IN]
T-757	worlifort
H-757	-1.1536144018173218	વરલી કિલ્લો
D-757	-1.1536144018173218	વરલીકિલ્લો
P-757	-0.0083 -5.9845 -0.8880 -1.8338 -0.0297 -0.0968 -0.0202 -0.3676
S-526	રીવાકિલ્લો[gu_IN]
T-526	riwafort
H-526	-1.2563917636871338	રીવા કિલ્લો
D-526	-1.2563917636871338	રીવાકિલ્લો
P-526	-0.0082 -7.8211 -0.1994 -1.5206 -0.0459 -0.0693 -0.0302 -0.3565
S-814	હંગ્રીપેઢીના[gu_IN]
T-814	hungrygeneration
H-814	-0.7075877785682678	
D-814	-0.7075877785682678	
P-814	-0.0072 -1.4080
S-671	બાગમતીપ્રાંત[gu_IN]
T-671	bagmatizone
H-671	-1.1718244552612305	
D-671	-1.1718244552612305	
P-671	-0.0077 -2.3359
S-549	કર્ણાલીપ્રાંત[gu_IN]
T-549	karnalizone
H-549	-1.5263489484786987	
D-549	-1.5263489484786987	
P-549	-0.0082 -3.0445
S-594	રૂપગઢનોકિલ્લો[gu_IN]
T-594	rupgadhfort
H-594	-0.714313805103302	ગઢનો કિલ્લો
D-594	-0.714313805103302	ગઢનોકિલ્લો
P-594	-0.0078 -4.1180 -0.4050 -0.2940 -0.0023 -0.0085 -0.0312 -0.8476
S-353	ક્રેડિટસૂઈસ[gu_IN]
T-353	creditsuisse
H-353	-1.5535317659378052	
D-353	-1.5535317659378052	
P-353	-0.0077 -3.0994
S-221	બારીયારજવાડું[gu_IN]
T-221	bariastate
H-221	-1.6674541234970093	
D-221	-1.6674541234970093	
P-221	-0.0074 -3.3275
S-573	તિથલબીચ[gu_IN]
T-573	tithalbeach
H-573	-1.5836039781570435	
D-573	-1.5836039781570435	
P-573	-0.0076 -3.1597
S-204	પ્રાઇડપાર્કસ્ટેડિયમ[gu_IN]
T-204	prideparkstadium
H-204	-1.4313369989395142	પાર્ક પાર્ક સ્ટેડિયમ
